,Pre,Post
AVG_729,,5088.499999999999
AVG_730,9044.833333333334,5719.666666666667
AVG_731,6386.5,3071.0
AVG_732,6446.666666666667,88.33333333333333
AVG_733,9310.333333333334,87.33333333333333
AVG_734,10320.833333333334,2630.3333333333326
AVG_735,6654.166666666667,2128.0
AVG_736,9586.111111111111,3967.333333333334
AVG_737,9459.555555555557,4291.666666666667
AVG_738,12494.444444444443,3910.0
AVG_739,8823.833333333334,3634.6666666666665
AVG_740,10113.444444444443,3185.0
AVG_741,10067.833333333334,6231.0
AVG_742,11607.0,4740.333333333333
AVG_743,10151.666666666666,6262.0
AVG_744,10216.166666666666,4093.666666666666
AVG_745,11375.083333333334,13042.0
AVG_746,9994.333333333334,6160.0
AVG_747,10184.416666666666,5229.333333333333
AVG_748,10522.333333333334,6185.333333333333
AVG_749,12163.88888888889,4695.0
AVG_750,9081.333333333334,8915.0
AVG_751,11864.555555555557,7170.333333333333
AVG_752,11361.666666666666,7743.000000000001
AVG_753,12570.0,12199.0
AVG_754,9889.166666666666,13977.999999999998
AVG_755,10723.88888888889,5065.0
AVG_756,11726.111111111111,5181.333333333333
AVG_757,10600.5,6009.333333333333
AVG_758,10727.166666666666,12235.333333333334
AVG_759,13875.833333333334,4384.666666666667
AVG_760,5334.333333333333,5339.0
AVG_761,,4663.166666666667
AVG_762,,4993.333333333333
AVG_763,,4202.333333333333
AVG_764,8022.0,4451.0
AVG_765,6331.666666666665,3504.333333333333
AVG_766,10294.5,4228.333333333333
AVG_767,8992.666666666666,2743.6666666666665
AVG_768,14705.666666666666,5994.666666666667
AVG_769,13472.333333333334,3703.3333333333335
AVG_770,9133.0,4300.0
AVG_771,9514.0,3770.333333333332
AVG_772,10349.333333333332,3549.0
AVG_773,12172.0,3866.3333333333335
AVG_774,8823.333333333334,3631.6666666666665
AVG_775,7154.666666666667,5995.333333333333
AVG_776,5676.0,4041.0
AVG_777,8776.333333333334,6324.0
AVG_778,11262.0,7782.666666666667
AVG_779,8636.0,7532.666666666667
AVG_780,12020.833333333334,6123.333333333333
AVG_781,7501.333333333333,4564.333333333333
AVG_782,10785.833333333334,3929.0
AVG_783,9463.666666666666,4725.0
AVG_784,10826.333333333334,6491.666666666667
AVG_785,9658.0,6684.333333333333
AVG_786,11870.333333333334,3892.0
AVG_787,12359.333333333334,3310.666666666666
AVG_788,11516.0,3683.3333333333335
AVG_789,7171.000000000001,3295.6666666666674
AVG_790,9626.0,7561.333333333333
AVG_791,10862.666666666666,6625.333333333335
AVG_792,8577.0,6615.333333333333
AVG_793,10467.333333333334,6337.666666666667
AVG_794,10910.333333333334,6972.666666666667
AVG_795,11308.666666666666,6336.666666666667
AVG_796,10507.666666666666,7657.333333333333
AVG_797,12072.0,6635.333333333333
AVG_798,10393.0,5606.333333333333
AVG_799,8041.888888888888,6184.0
AVG_800,10599.999999999998,4389.333333333333
AVG_801,10988.0,4109.666666666667
AVG_802,10276.0,5993.666666666667
AVG_803,9390.0,8843.0
AVG_804,9099.0,4909.0
AVG_805,12742.0,4141.333333333334
AVG_806,9919.0,5779.0
AVG_807,11607.333333333334,6927.666666666667
AVG_808,10055.833333333334,5432.333333333333
AVG_809,10495.333333333334,6130.666666666665
AVG_810,10397.666666666666,4015.000000000001
AVG_811,11542.333333333334,3352.6666666666656
AVG_812,7949.0,6901.666666666667
AVG_813,9716.333333333332,4174.666666666666
AVG_814,8698.333333333334,3843.6666666666665
AVG_815,9930.0,6122.999999999999
AVG_816,9503.0,6201.666666666667
AVG_817,12300.666666666666,3252.0
AVG_818,11349.333333333334,6025.0
AVG_819,10560.666666666666,5718.666666666667
AVG_820,13537.666666666666,5313.0
AVG_821,11300.999999999998,5985.0
AVG_822,11461.0,7893.0
AVG_823,10848.333333333334,4779.333333333333
AVG_824,10935.0,6075.0
AVG_825,9030.666666666666,6673.666666666667
AVG_826,11412.000000000002,5034.0
AVG_827,7534.666666666667,3591.6666666666665
AVG_828,11040.0,6539.666666666667
AVG_829,10021.333333333334,5187.999999999999
AVG_830,9862.333333333334,4030.3333333333335
AVG_831,9756.666666666666,6813.333333333333
AVG_832,6046.333333333333,4435.666666666667
AVG_833,8424.888888888889,3311.333333333333
AVG_834,8760.5,3849.0
AVG_835,8726.0,3967.0
AVG_836,9521.666666666666,3673.000000000001
AVG_837,8253.333333333334,3939.0
AVG_838,9302.666666666666,5719.0
AVG_839,8987.666666666666,3918.6666666666665
AVG_840,6630.0,5946.666666666667
AVG_841,14229.333333333334,5309.666666666667
AVG_842,14115.666666666666,6586.666666666667
AVG_843,11270.0,3882.0
AVG_844,14085.333333333334,7138.333333333333
AVG_845,9428.666666666666,4169.0
AVG_846,6902.166666666667,7726.666666666668
AVG_847,10827.0,7014.0
AVG_848,8945.0,3558.6666666666665
AVG_849,8846.666666666666,5049.0
AVG_850,9533.666666666666,9629.0
AVG_851,12126.0,5052.333333333333
AVG_852,14441.0,5314.333333333333
AVG_853,7390.666666666667,4385.666666666667
AVG_854,11121.666666666666,6461.333333333333
AVG_855,12336.666666666666,6103.333333333333
AVG_856,11135.666666666666,4550.666666666667
AVG_857,10083.5,3597.3333333333326
AVG_858,11788.0,6299.0
AVG_859,12108.0,6253.333333333333
AVG_860,9707.0,6342.333333333333
AVG_861,9802.0,5907.666666666667
AVG_862,12179.666666666666,6893.166666666667
AVG_863,10962.333333333334,6154.333333333333
AVG_864,10860.333333333334,7789.666666666667
AVG_865,11193.0,7399.666666666667
AVG_866,10577.666666666666,6690.333333333333
AVG_867,11462.0,7615.666666666664
AVG_868,10389.666666666666,7614.0
AVG_869,13324.833333333334,5655.0
AVG_870,13055.333333333334,5306.0
AVG_871,10179.0,6577.666666666667
AVG_872,9802.0,8349.333333333334
AVG_873,9683.333333333334,6947.0
AVG_874,7363.0,5552.333333333333
AVG_875,11094.333333333334,5670.666666666667
AVG_876,11877.333333333334,6311.666666666667
AVG_877,11623.000000000002,6185.666666666667
AVG_878,11109.000000000002,5715.666666666667
AVG_879,13086.0,6249.833333333333
AVG_880,9713.666666666668,6335.666666666667
AVG_881,12932.666666666666,
AVG_882,12437.0,6813.333333333333
AVG_883,11364.333333333334,6302.0
AVG_884,11417.333333333334,6454.666666666667
AVG_885,12009.0,6225.666666666667
AVG_886,9736.0,6398.0
AVG_887,10633.333333333334,5915.0
AVG_888,11632.666666666666,6112.666666666668
AVG_889,11920.333333333334,6035.333333333333
AVG_890,9850.0,7085.333333333333
AVG_891,7277.333333333333,5212.666666666666
AVG_892,12309.333333333334,5621.333333333333
AVG_893,18176.0,
AVG_894,18341.666666666668,
AVG_895,15716.666666666666,
AVG_896,18949.666666666668,
AVG_897,17633.666666666668,
AVG_898,17855.333333333332,
AVG_899,17349.333333333332,
AVG_900,14882.5,
AVG_901,15752.0,
AVG_902,16899.666666666668,
AVG_903,16514.666666666668,
AVG_904,7854.666666666667,7281.222222222223
AVG_905,7886.666666666667,5450.222222222222
AVG_906,12064.333333333334,7296.88888888889
AVG_907,7229.0,7018.888888888888
AVG_908,17090.0,
AVG_909,18313.666666666668,
AVG_910,16309.0,
AVG_911,16435.0,
AVG_912,18340.0,
AVG_913,17631.0,
AVG_914,12577.166666666666,
AVG_915,16183.333333333334,
AVG_916,18280.666666666668,
AVG_917,19256.0,
AVG_918,18118.0,
AVG_919,13732.0,
AVG_920,14301.333333333334,
AVG_921,16013.0,
AVG_922,15572.999999999998,
AVG_923,16006.0,
AVG_924,16780.666666666668,
AVG_925,15923.666666666666,
AVG_926,20044.33333333333,
AVG_927,18806.0,
AVG_928,12064.333333333334,8229.333333333334
AVG_929,18722.166666666668,5101.666666666667
AVG_930,16757.55555555556,4881.0
AVG_931,15762.0,5015.333333333334
AVG_932,16427.666666666668,
AVG_933,17423.833333333332,
AVG_934,17650.0,6117.333333333333
AVG_935,11913.333333333334,6312.666666666667
AVG_936,13158.555555555557,6254.0
AVG_937,12773.0,
AVG_938,17070.833333333332,5225.333333333333
AVG_939,13980.666666666666,5878.666666666667
AVG_940,16239.666666666666,5481.0
AVG_941,13225.0,7981.999999999999
AVG_942,14739.333333333334,7228.333333333335
AVG_943,6783.444444444444,4914.0
AVG_944,19074.83333333333,6228.0
AVG_945,12209.333333333334,4389.666666666667
AVG_946,12022.333333333334,4589.666666666667
AVG_947,11936.333333333334,5249.666666666667
AVG_948,14948.0,4665.333333333334
AVG_949,12929.666666666666,6312.333333333335
AVG_950,11963.666666666664,4532.333333333333
AVG_951,11721.666666666666,5699.0
AVG_952,13624.0,6143.666666666667
AVG_953,12929.0,5701.666666666667
AVG_954,11719.66666666667,7167.0
AVG_955,10815.0,6725.666666666667
AVG_956,13675.333333333334,5081.333333333333
AVG_957,12056.666666666666,6126.0
AVG_958,13345.444444444443,4699.0
AVG_959,14996.83333333333,6219.666666666667
AVG_960,15838.333333333334,5832.333333333335
AVG_961,11502.0,5291.333333333333
AVG_962,12118.666666666666,7255.666666666667
AVG_963,17008.333333333332,6762.333333333333
AVG_964,13328.5,6136.666666666667
AVG_965,13663.0,4858.000000000001
AVG_966,9966.777777777776,5158.666666666667
AVG_967,13676.666666666666,5334.0
AVG_968,6813.333333333333,5091.0
AVG_969,11676.166666666666,6027.0
AVG_970,11729.333333333334,5324.333333333333
AVG_971,12742.666666666666,5964.666666666668
AVG_972,13791.000000000002,5551.999999999999
AVG_973,13351.666666666666,4588.333333333333
AVG_974,12598.666666666666,6151.666666666667
AVG_975,12983.555555555557,5723.0
AVG_976,13471.22222222222,5936.666666666667
AVG_977,13153.166666666666,6120.333333333333
AVG_978,13166.666666666666,5801.666666666667
AVG_979,12708.333333333334,5716.666666666667
AVG_980,11908.5,5821.666666666667
AVG_981,13392.666666666666,6024.0
AVG_982,9957.333333333334,6289.166666666667
AVG_983,12565.666666666666,5177.333333333333
AVG_984,15495.333333333334,4739.166666666667
AVG_985,13425.333333333334,5372.333333333333
AVG_986,13551.0,5804.333333333335
AVG_987,12410.0,5663.0
AVG_988,14146.0,5609.666666666667
AVG_989,14851.333333333334,4694.166666666667
AVG_990,14651.0,5313.666666666668
AVG_991,12675.666666666666,5780.0
AVG_992,17379.5,5967.666666666667
AVG_993,13418.333333333334,5227.0
AVG_994,14813.666666666666,6204.333333333333
AVG_995,14246.5,7225.666666666667
AVG_996,14737.833333333334,6256.333333333333
AVG_997,14774.833333333334,5293.333333333333
AVG_998,12259.333333333334,4671.333333333333
AVG_999,14323.666666666666,4419.833333333333
AVG_1000,14153.0,5728.666666666667
AVG_1001,15445.833333333334,5511.666666666667
AVG_1002,14050.166666666666,4619.333333333333
AVG_1003,15616.166666666666,6618.666666666667
AVG_1004,13687.666666666666,5478.333333333333
AVG_1005,12275.666666666664,4383.0
AVG_1006,12150.333333333334,5792.666666666665
AVG_1007,11531.0,4898.333333333333
AVG_1008,11454.0,5377.666666666667
AVG_1009,11346.666666666666,4343.0
AVG_1010,9474.333333333336,7030.666666666667
AVG_1011,11822.0,5789.166666666667
AVG_1012,13037.666666666666,5444.333333333333
AVG_1013,14166.666666666666,5462.666666666667
AVG_1014,13700.0,6033.0
AVG_1015,12068.5,4858.333333333333
AVG_1016,12735.0,5818.666666666665
AVG_1017,13299.0,7411.666666666667
AVG_1018,15323.5,5057.0
AVG_1019,14521.5,5147.666666666667
AVG_1020,11249.000000000002,5368.666666666667
AVG_1021,13684.666666666666,3901.0
AVG_1022,13380.0,4439.666666666667
AVG_1023,12919.666666666666,5390.333333333333
AVG_1024,11933.0,4972.666666666667
AVG_1025,10098.333333333334,4983.333333333333
AVG_1026,11815.833333333334,5600.666666666667
AVG_1027,10273.666666666666,5735.666666666667
AVG_1028,9236.5,4891.333333333334
AVG_1029,9359.333333333334,4796.333333333333
AVG_1030,11599.666666666666,5469.666666666667
AVG_1031,11862.0,5087.000000000001
AVG_1032,11409.0,5455.666666666667
AVG_1033,7730.0,5712.0
AVG_1034,5472.0,6147.500000000001
AVG_1035,7142.666666666667,7011.0
AVG_1036,9221.666666666666,5546.0
AVG_1037,10750.333333333334,4652.333333333333
AVG_1038,11230.0,6473.333333333332
AVG_1039,10352.0,5140.333333333332
AVG_1040,9498.0,5422.666666666667
AVG_1041,9974.666666666666,5237.0
AVG_1042,9562.333333333334,5205.0
AVG_1043,12531.66666666667,5769.333333333333
AVG_1044,12917.666666666666,5815.333333333333
AVG_1045,9618.333333333334,5391.333333333333
AVG_1046,9944.333333333334,5130.0
AVG_1047,9551.333333333334,5341.0
AVG_1048,11415.333333333334,6762.666666666667
AVG_1049,9281.333333333334,4749.0
AVG_1050,9943.666666666666,5925.0
AVG_1051,6325.333333333333,5494.666666666667
AVG_1052,11266.666666666666,5710.166666666667
AVG_1053,12397.333333333334,5891.166666666667
AVG_1054,11481.999999999998,6023.666666666667
AVG_1055,7254.666666666667,6005.333333333333
AVG_1056,10337.0,6247.666666666668
AVG_1057,6566.0,7906.666666666667
AVG_1058,11888.333333333334,5151.333333333333
AVG_1059,6346.333333333333,4210.833333333333
AVG_1060,10864.0,5388.333333333333
AVG_1061,7506.333333333333,4544.333333333333
AVG_1062,11140.0,4895.333333333333
AVG_1063,12362.666666666666,6483.666666666667
AVG_1064,12502.999999999998,5678.666666666667
AVG_1065,10991.666666666666,5739.666666666667
AVG_1066,12343.0,5853.0
AVG_1067,12654.66666666667,5951.0
AVG_1068,9178.0,5835.666666666667
AVG_1069,10497.666666666666,5188.666666666666
AVG_1070,11070.333333333334,6270.333333333333
AVG_1071,12319.666666666666,5405.666666666667
AVG_1072,10738.666666666666,5434.0
AVG_1073,5507.333333333332,5287.666666666667
AVG_1074,12673.0,5790.666666666667
AVG_1075,5951.666666666667,7130.0
AVG_1076,11520.666666666666,5402.666666666667
AVG_1077,7351.0,7446.833333333333
AVG_1078,10402.333333333334,7133.666666666667
AVG_1079,10443.333333333334,6424.166666666667
AVG_1080,13995.166666666666,6520.666666666667
AVG_1081,12512.333333333334,7100.666666666667
AVG_1082,11163.666666666666,7288.666666666667
AVG_1083,12428.833333333334,8076.0
AVG_1084,10291.333333333334,4650.166666666667
AVG_1085,11762.666666666666,8144.333333333332
AVG_1086,8890.0,6487.666666666667
AVG_1087,10467.0,4753.5
AVG_1088,10360.0,5217.0
AVG_1089,12182.33333333333,6753.166666666667
AVG_1090,10706.0,7249.0
AVG_1091,7778.666666666667,5714.5
AVG_1092,6313.0,5361.666666666667
AVG_1093,10317.5,4640.833333333333
AVG_1094,12469.666666666666,8464.666666666666
AVG_1095,6073.333333333333,5116.0
AVG_1096,11349.666666666666,5670.0
AVG_1097,12474.5,6461.666666666667
AVG_1098,11122.333333333334,6585.666666666667
AVG_1099,12384.333333333334,4750.333333333333
AVG_1100,11426.666666666666,5346.0
AVG_1101,13863.0,6316.666666666667
AVG_1102,,5403.0
AVG_1103,9528.000000000002,5782.333333333333
AVG_1104,11037.666666666664,5629.0
AVG_1105,11275.333333333334,5481.666666666667
AVG_1106,11704.000000000002,5334.333333333333
AVG_1107,10535.166666666666,5373.999999999999
AVG_1108,6566.0,6556.0
AVG_1109,8878.333333333334,6144.666666666667
AVG_1110,10601.0,6244.999999999999
AVG_1111,10040.0,6668.333333333332
AVG_1112,13507.333333333334,8168.0
AVG_1113,,5525.333333333335
AVG_1114,,5532.0
AVG_1115,,5361.666666666667
AVG_1116,11464.0,5704.666666666667
AVG_1117,10272.333333333334,6134.0
AVG_1118,11553.666666666666,5652.0
AVG_1119,12162.333333333334,5311.0
AVG_1120,10680.666666666668,5424.333333333333
AVG_1121,8639.666666666666,5962.166666666667
AVG_1122,10281.666666666666,6721.333333333333
AVG_1123,10650.333333333334,5032.666666666667
AVG_1124,10051.000000000002,6704.333333333333
AVG_1125,13351.333333333334,4426.333333333333
AVG_1126,9468.666666666666,4626.666666666667
AVG_1127,7668.333333333333,7048.833333333335
AVG_1128,5825.0,5518.666666666667
AVG_1129,7919.333333333333,6333.777777777777
AVG_1130,6802.666666666667,5916.0
AVG_1131,13239.0,6710.444444444444
AVG_1132,6825.666666666667,7417.777777777778
AVG_1133,11879.5,5301.666666666667
AVG_1134,,5414.333333333333
AVG_1135,6797.0,6109.0
AVG_1136,9708.0,5870.999999999999
AVG_1137,10752.666666666666,5940.333333333333
AVG_1138,9378.999999999998,5212.333333333333
AVG_1139,9195.333333333334,5761.666666666667
AVG_1140,9410.666666666666,5395.666666666667
AVG_1141,11045.0,6339.0
AVG_1142,10837.0,6165.666666666667
AVG_1143,9424.0,5258.0
AVG_1144,9849.666666666666,5715.666666666667
AVG_1145,,5473.0
AVG_1146,,6417.0
AVG_1147,,6288.666666666667
AVG_1148,,
AVG_1149,,
AVG_1150,,
AVG_1151,,
AVG_1152,,
AVG_1153,,
AVG_1154,,
AVG_1155,,
AVG_1156,,
AVG_1157,,
AVG_1158,,
AVG_1159,,
AVG_1160,,
AVG_1161,,
AVG_1162,,
AVG_1163,,
AVG_1164,,
AVG_1165,,
AVG_1166,,
AVG_1167,,
AVG_1168,,
AVG_1169,,
AVG_1170,15135.0,5773.333333333333
AVG_1171,14607.0,6905.333333333333
AVG_1172,14659.666666666666,4266.333333333333
AVG_1173,13214.0,4429.0
AVG_1174,3864.000000000001,4657.666666666665
AVG_1175,6032.777777777777,5846.333333333333
AVG_1176,4930.11111111111,5745.666666666667
AVG_1177,6409.222222222223,5512.0
AVG_1178,5686.222222222222,5585.666666666667
AVG_1179,7320.666666666667,5723.333333333333
AVG_1180,10595.333333333334,
AVG_1181,10017.000000000002,
AVG_1182,11025.333333333334,
AVG_1183,10912.666666666666,
AVG_1184,12206.333333333334,5348.333333333333
AVG_1185,13510.666666666666,4364.333333333333
AVG_1186,10507.666666666666,5097.0
AVG_1187,10233.666666666666,4794.0
AVG_1188,11592.666666666666,4552.333333333333
AVG_1189,11157.5,7567.000000000001
AVG_1190,7924.333333333333,9927.666666666668
AVG_1191,14301.833333333334,6092.0
AVG_1192,11555.666666666666,
AVG_1193,10745.666666666666,
AVG_1194,10194.333333333334,
AVG_1195,10639.333333333334,
AVG_1196,10615.666666666666,
AVG_1197,8381.666666666666,
AVG_1198,13262.333333333334,5531.222222222223
AVG_1199,13108.333333333334,4821.11111111111
AVG_1200,11758.0,4215.888888888888
AVG_1201,12347.666666666666,4169.166666666667
AVG_1202,14392.666666666666,7273.5
AVG_1203,10823.999999999998,4407.000000000001
AVG_1204,11932.333333333334,5246.333333333333
AVG_1205,9185.666666666666,
AVG_1206,8644.000000000002,
AVG_1207,11846.666666666666,6008.777777777777
AVG_1208,13991.333333333334,7014.222222222223
AVG_1209,13586.666666666666,6726.444444444445
AVG_1210,13962.666666666666,7463.0
AVG_1211,13888.0,7462.333333333335
AVG_1212,15426.333333333334,4112.333333333333
AVG_1213,13832.666666666666,6617.0
AVG_1214,11047.666666666666,4815.0
AVG_1215,13181.333333333334,6163.833333333333
AVG_1216,10998.666666666666,3787.0
AVG_1217,10890.666666666666,5913.5
AVG_1218,4084.3333333333335,5237.333333333333
AVG_1219,12370.333333333334,8192.833333333334
AVG_1220,11686.666666666666,7743.833333333333
AVG_1221,11226.833333333334,
AVG_1222,,4317.333333333333
AVG_1223,,3617.3333333333335
AVG_1224,,3475.6666666666665
AVG_1225,,5448.333333333333
AVG_1226,,3016.7222222222226
AVG_1227,,4383.833333333333
AVG_1228,,4292.0
AVG_1229,15604.333333333334,
AVG_1230,11843.666666666666,
AVG_1231,11441.833333333334,
AVG_1232,16984.833333333332,
AVG_1233,16432.166666666668,
AVG_1234,14046.5,
AVG_1235,14919.166666666666,
AVG_1236,14314.166666666666,
AVG_1237,12855.444444444443,5913.500000000001
AVG_1238,16543.444444444445,
AVG_1239,16371.333333333334,
AVG_1240,13211.444444444443,
AVG_1241,12399.888888888889,
AVG_1242,14605.416666666666,
AVG_1243,14242.916666666666,
AVG_1244,13661.361111111111,
AVG_1245,15521.0,
AVG_1246,13798.166666666666,
AVG_1247,14765.0,
AVG_1248,13527.666666666666,
AVG_1249,10233.666666666666,
AVG_1250,16396.222222222223,
AVG_1251,14590.5,5858.666666666667
AVG_1252,16987.5,5292.999999999999
AVG_1253,15916.166666666666,6939.666666666667
AVG_1254,12516.333333333334,4139.0
AVG_1255,17025.833333333332,4878.0
AVG_1256,14727.833333333334,3663.6666666666665
AVG_1257,15585.5,3910.6666666666665
AVG_1258,16431.833333333332,4739.0
AVG_1259,16386.666666666668,5733.666666666667
AVG_1260,16238.5,6124.333333333333
AVG_1261,13825.666666666666,5147.5
AVG_1262,16525.833333333332,6608.333333333333
AVG_1263,17881.666666666668,4231.333333333333
AVG_1264,12959.666666666666,5478.666666666667
AVG_1265,12556.166666666666,4683.5
AVG_1266,12411.833333333334,3062.333333333334
AVG_1267,14670.0,3680.6666666666665
AVG_1268,14898.166666666666,3019.6666666666665
AVG_1269,15543.666666666666,5612.333333333333
AVG_1270,12009.833333333334,8543.333333333332
AVG_1271,14480.5,5814.333333333333
AVG_1272,15419.833333333334,7960.333333333333
AVG_1273,16126.833333333334,4991.666666666666
AVG_1274,14902.666666666666,4715.666666666667
AVG_1275,16298.888888888889,5099.0
AVG_1276,15496.166666666666,5457.0
AVG_1277,8147.11111111111,5420.666666666667
AVG_1278,11074.888888888889,4419.333333333333
AVG_1279,15019.944444444443,6530.333333333333
AVG_1280,15446.0,5183.666666666667
AVG_1281,15809.666666666666,
AVG_1282,14982.333333333334,
AVG_1283,,3995.0
AVG_1284,12656.0,6524.0
AVG_1285,12278.0,6328.666666666667
AVG_1286,13871.0,7386.999999999997
AVG_1287,11634.0,8251.666666666666
AVG_1288,10025.666666666666,8763.333333333334
AVG_1289,13383.666666666666,6142.333333333333
AVG_1290,13448.333333333334,8027.0
AVG_1291,16442.666666666668,7697.333333333333
AVG_1292,15825.0,6454.333333333333
AVG_1293,14111.666666666666,7900.555555555556
AVG_1294,16365.0,7974.222222222222
AVG_1295,14761.5,6948.166666666667
AVG_1296,15399.777777777776,7242.166666666667
AVG_1297,16294.666666666666,6771.333333333333
AVG_1298,12941.0,5591.583333333333
AVG_1299,12989.22222222222,6458.75
AVG_1300,14343.166666666666,5419.999999999999
AVG_1301,14611.833333333334,5945.666666666667
AVG_1302,14973.33333333333,6264.333333333333
AVG_1303,12214.999999999998,6439.333333333333
AVG_1304,11102.333333333334,7890.333333333333
AVG_1305,13639.0,7149.333333333333
AVG_1306,18315.277777777777,7704.000000000001
AVG_1307,16161.666666666666,7023.333333333333
AVG_1308,12899.22222222222,7280.333333333333
AVG_1309,11619.666666666666,9306.666666666666
AVG_1310,14815.5,7860.0
AVG_1311,16169.333333333334,8679.0
AVG_1312,12745.666666666666,5470.0
AVG_1313,17208.0,4775.333333333333
AVG_1314,15336.666666666666,4754.333333333333
AVG_1315,17615.0,6346.666666666668
AVG_1316,18143.33333333333,5277.000000000001
AVG_1317,15758.0,4622.333333333333
AVG_1318,14673.0,5388.666666666667
AVG_1319,13911.166666666666,5301.5
AVG_1320,18920.666666666668,5900.0
AVG_1321,16919.5,6449.0
AVG_1322,15259.166666666666,5146.0
AVG_1323,14986.333333333334,4541.0
AVG_1324,17171.0,5219.666666666665
AVG_1325,16661.0,4431.333333333333
AVG_1326,14008.66666666667,4969.88888888889
AVG_1327,14331.333333333334,4488.333333333334
AVG_1328,14478.666666666666,5547.333333333333
AVG_1329,13987.666666666666,5473.666666666667
AVG_1330,13027.666666666666,3805.6666666666656
AVG_1331,10978.0,4479.0
AVG_1332,12948.0,5936.333333333333
AVG_1333,14497.333333333334,4728.666666666667
AVG_1334,16435.666666666668,4482.0
AVG_1335,14219.666666666666,7736.0
AVG_1336,6885.833333333333,4336.666666666667
AVG_1337,14212.666666666666,5562.666666666667
AVG_1338,16733.0,4800.833333333333
AVG_1339,13039.666666666666,3404.0
AVG_1340,18295.55555555556,6952.333333333333
AVG_1341,15130.166666666666,5341.333333333334
AVG_1342,16864.0,5690.666666666667
AVG_1343,13995.555555555557,5215.333333333333
AVG_1344,16732.333333333332,7647.333333333333
AVG_1345,4506.0,7746.333333333331
AVG_1346,15661.666666666666,5240.0
AVG_1347,18721.666666666668,4427.5
AVG_1348,17265.888888888887,4622.666666666667
AVG_1349,18836.666666666668,6902.666666666667
AVG_1350,18614.0,6838.666666666667
AVG_1351,17508.0,2777.333333333333
AVG_1352,16659.5,4909.333333333333
AVG_1353,18501.83333333333,2366.6666666666665
AVG_1354,13841.666666666666,6787.166666666667
AVG_1355,15560.333333333334,6387.833333333333
AVG_1356,14212.0,6514.166666666667
AVG_1357,15084.333333333334,5152.333333333333
AVG_1358,12565.0,5432.666666666667
AVG_1359,15997.0,6311.666666666667
AVG_1360,15251.333333333334,5190.833333333333
AVG_1361,14613.0,6662.833333333333
AVG_1362,13465.666666666666,5843.5
AVG_1363,12723.0,4607.5
AVG_1364,14315.0,6759.166666666667
AVG_1365,15103.666666666666,4564.333333333333
AVG_1366,12758.0,4569.333333333333
AVG_1367,14816.666666666666,4309.0
AVG_1368,13585.5,4869.5
AVG_1369,13707.333333333334,4613.0
AVG_1370,15234.0,5825.666666666667
AVG_1371,15229.33333333333,4951.833333333333
AVG_1372,14862.0,4438.666666666667
AVG_1373,13586.666666666666,4500.5
AVG_1374,16808.0,4774.333333333333
AVG_1375,14845.333333333334,6675.666666666667
AVG_1376,14561.0,6157.833333333333
AVG_1377,14335.166666666666,5263.666666666667
AVG_1378,16267.666666666666,5162.666666666667
AVG_1379,13709.333333333334,5772.666666666667
AVG_1380,13807.166666666666,4776.0
AVG_1381,14202.666666666666,6051.333333333333
AVG_1382,10789.333333333334,6381.5
AVG_1383,19546.166666666668,7539.416666666667
AVG_1384,20016.83333333333,5852.083333333333
AVG_1385,19986.33333333333,8520.833333333334
AVG_1386,18482.83333333333,7665.5
AVG_1387,18006.0,8409.666666666666
AVG_1388,16656.0,8961.166666666666
AVG_1389,17951.0,7945.0
AVG_1390,18741.33333333333,10691.333333333334
AVG_1391,19992.666666666668,8369.666666666666
AVG_1392,18884.0,9658.777777777776
AVG_1393,13779.0,3906.6666666666665
AVG_1394,11155.666666666666,7632.333333333333
AVG_1395,12184.666666666666,8154.666666666667
AVG_1396,12718.333333333334,5982.333333333333
AVG_1397,12322.666666666666,5397.5
AVG_1398,12671.5,6818.166666666667
AVG_1399,14088.166666666666,3137.6666666666665
AVG_1400,12729.0,5145.0
AVG_1401,12228.333333333334,4618.666666666667
AVG_1402,13079.333333333334,5184.666666666667
AVG_1403,13020.333333333334,4159.333333333333
AVG_1404,12879.0,4061.3333333333335
AVG_1405,13381.333333333334,6787.666666666667
AVG_1406,12859.0,7549.166666666667
AVG_1407,13424.0,7299.11111111111
AVG_1408,11795.666666666666,5461.0
AVG_1409,18079.44444444444,
AVG_1410,16623.0,
AVG_1411,18648.166666666668,
AVG_1412,17134.166666666668,
AVG_1413,16744.833333333332,
AVG_1414,18375.0,4781.666666666667
AVG_1415,16078.666666666666,4733.166666666667
AVG_1416,17483.833333333332,
AVG_1417,17695.666666666668,
AVG_1418,19540.0,
AVG_1419,14573.666666666666,
AVG_1420,17457.333333333332,
AVG_1421,17039.666666666668,5466.0
AVG_1422,18917.0,6094.0
AVG_1423,14023.333333333334,
AVG_1424,15089.16666666667,
AVG_1425,13750.666666666666,
AVG_1426,14261.333333333334,
AVG_1427,15478.0,
AVG_1428,15108.66666666667,
AVG_1429,12739.0,
AVG_1430,17709.333333333332,
AVG_1431,14793.666666666666,
AVG_1432,18485.55555555556,
AVG_1433,17618.666666666668,6409.5
AVG_1434,17930.77777777778,5324.666666666667
AVG_1435,15939.555555555557,4155.0
AVG_1436,18095.666666666668,9161.0
AVG_1437,16692.833333333332,5943.666666666667
AVG_1438,13622.333333333334,4325.833333333333
AVG_1439,14942.0,10848.75
AVG_1440,14262.0,9496.416666666666
AVG_1441,10047.333333333334,4417.666666666667
