,label,UNQ,max_gap_hrs,avg_gap_hrs,med_gap_hrs,gaps_gt2days,gaps_gt3days,gaps_gt4days,gaps_gt5days
UNQ_17,17,17,72.05338119388888,13.35706268397105,2.6918778720833334,3,1,0,0
UNQ_18,18,18,72.83111050111111,12.561551662553349,2.5991183983333332,3,2,0,0
UNQ_19,19,19,95.54539262027777,13.938534493321079,20.206535217638887,4,2,0,0
UNQ_2,2,2,95.54561112805555,14.146570931210613,3.4745451136111116,5,2,0,0
UNQ_20,20,20,71.15937135444445,13.835538069647201,20.453586772777776,3,0,0,0
UNQ_21,21,21,72.05585471972222,13.835538069647201,3.1401624536111115,3,1,0,0
UNQ_22,22,22,96.42048555333334,13.074553381775862,1.3971292533333333,3,1,1,0
UNQ_23,23,23,71.95160440333333,13.73775536490942,21.89749530638889,3,0,0,0
UNQ_24,24,24,95.78472882,14.174891378184082,11.61412699597222,4,2,0,0
UNQ_25,25,25,72.05338104972222,13.66500319911271,3.5254792363888887,4,1,0,0
UNQ_26,26,26,72.05338104972222,13.547877867234126,11.626625747083335,2,1,0,0
UNQ_27,27,27,72.79425000611111,12.561547424878587,1.3652447255555555,4,2,0,0
UNQ_28,28,29,71.93917546,13.63646538797562,2.6150353113888887,3,0,0,0
UNQ_29,29,30,72.4785957,13.93726525578227,3.144856264861111,2,1,0,0
UNQ_3,3,3,71.93917026,13.73527628994364,1.9962405856944443,3,0,0,0
UNQ_30,30,31,71.96887984194444,14.69620124263781,20.517005512222223,3,0,0,0
UNQ_31,31,32,71.95160454833334,14.359775742828283,22.850012514305554,3,0,0,0
UNQ_32,32,33,72.05338090555556,13.28276871126457,1.4191723216666665,2,1,0,0
UNQ_33,33,34,72.40367788,12.175871318659189,2.0089425747222225,3,2,0,0
UNQ_34,34,35,72.05274231666667,12.333999517602816,2.620023768,2,1,0,0
UNQ_35,35,36,72.79425000611111,12.556556659225533,2.5984231586111113,4,1,0,0
UNQ_36,36,38,95.03089794722223,14.580528376373932,20.490610655833333,4,1,0,0
UNQ_37,37,39,72.47887401305556,13.567220409293476,2.8785229401388888,2,1,0,0
UNQ_38,38,40,71.95852651694445,13.445461094525218,0.8928065947222222,5,0,0,0
UNQ_39,39,41,95.78669981,13.171547928483797,1.3876440713888891,2,2,0,0
UNQ_4,4,4,72.47858061638888,13.666251775825224,2.7210914455555555,3,1,0,0
UNQ_40,40,42,72.05338090555556,12.815560146632881,0.9235771663888889,2,1,0,0
UNQ_41,41,43,72.05338090555556,13.099564182611111,2.7339047769444447,3,1,0,0
UNQ_42,42,44,72.05338090555556,12.098325139637296,2.642745299722222,2,1,0,0
UNQ_43,43,45,75.39296125,13.83970824668897,20.510827875833336,5,2,0,0
UNQ_44,44,47,94.57155991361111,12.982662070654488,0.8856585352777778,4,1,0,0
UNQ_45,45,48,72.47846431083333,13.185049511441704,1.9960137383333334,3,1,0,0
UNQ_46,46,49,71.74996584833333,14.043039617876543,20.737521094722222,2,0,0,0
UNQ_47,47,50,95.78670240861112,14.36896137871633,22.594069169166666,3,2,0,0
UNQ_48,48,51,72.05338076166666,13.263656657276613,1.3278805080555556,3,1,0,0
UNQ_49,49,52,72.05338076166666,12.834035726437689,2.008802565,3,1,0,0
UNQ_5,5,5,73.41430141333333,15.046109937292767,22.980117420555555,5,1,0,0
UNQ_50,50,53,72.83110616888888,13.009844435019025,3.1082082187499998,3,1,0,0
UNQ_51,51,54,95.97934371888888,13.543143069974208,11.62418564,5,2,0,0
UNQ_52,52,56,94.57178155,13.835533004091646,3.143290413888889,3,1,0,0
UNQ_53,53,57,95.53365540472221,13.766738168239382,2.879103670138889,3,2,0,0
UNQ_54,54,58,71.74968506305555,14.254208934578111,20.73792455,3,0,0,0
UNQ_55,55,59,119.58394090666667,14.049651125855966,1.4191445561111111,4,3,1,0
UNQ_56,56,60,72.05274203,12.56094637079838,0.9218442730555556,3,1,0,0
UNQ_57,57,61,72.05338076166666,12.834043302195944,1.767345670138889,3,1,0,0
UNQ_58,58,62,72.83110616888888,12.021762080537975,1.1339417668055556,3,1,0,0
UNQ_59,59,63,71.92395761,12.556556318210081,1.3541955333333333,5,0,0,0
UNQ_6,6,6,95.78669460861111,13.764015093295091,2.992383086111111,2,2,0,0
UNQ_60,60,65,97.46285481277778,13.252786776732712,2.5959914888888886,3,2,1,0
UNQ_61,61,66,96.41987791416668,13.735434752894527,2.879564542083333,2,1,1,0
UNQ_62,62,67,71.95096639361111,13.735434752894527,3.1590224251388888,4,0,0,0
UNQ_63,63,68,74.90191250000001,14.154499270742122,21.728393922083335,3,2,0,0
UNQ_64,64,69,72.05338062,13.946344869701797,20.823769988611108,3,1,0,0
UNQ_65,65,70,72.05338062,13.471200633666271,3.475107100833333,3,1,0,0
UNQ_66,66,71,72.79424523944444,12.742852117106635,2.7052982869444446,3,1,0,0
UNQ_67,67,72,71.92331873222221,13.447087689083927,2.759491381111111,4,0,0,0
UNQ_68,68,74,94.57158666638888,12.98046922835236,1.9960742852777777,3,2,0,0
UNQ_69,69,75,72.00986905666666,15.163920598457784,20.517080051388888,4,1,0,0
UNQ_7,7,7,72.05338119388888,12.834009747952328,0.9309427177777777,3,1,0,0
UNQ_70,70,76,95.78670760861111,15.410490689952576,22.642284038055553,4,1,0,0
UNQ_71,71,77,72.05338047333333,14.04965587,3.1019562972222223,3,1,0,0
UNQ_72,72,78,72.40373141388889,13.547877873424602,2.008875566111111,4,2,0,0
UNQ_73,73,79,72.05274188444444,12.334024482994229,0.9192874322222222,3,2,0,0
UNQ_74,74,80,72.79360636166666,12.329126275863999,2.667146158055556,3,1,0,0
UNQ_75,75,81,71.92395775416666,11.577350283433265,0.8502513631944445,4,0,0,0
UNQ_76,76,83,72.47875756166667,13.863770203934155,20.452506670277778,3,1,0,0
UNQ_77,77,84,95.63799237138889,15.665204915289257,21.303198020833335,4,1,0,0
UNQ_78,78,85,95.78670760861111,14.478648111208653,2.6802626630555557,6,2,0,0
UNQ_79,79,86,72.05274174027778,12.729549681666667,0.8043181427777778,4,1,0,0
UNQ_8,8,8,72.05338119388888,13.744223919094201,2.6337318179166664,6,1,0,0
UNQ_80,80,87,72.05338047333333,13.080709672885058,1.4187001272222222,4,1,0,0
UNQ_81,81,88,72.83110328055557,13.081340017172414,20.585981030833334,3,1,0,0
UNQ_82,82,89,75.39307244111112,12.409715959511622,1.3654611433333332,3,1,0,0
UNQ_83,83,90,71.92331887638889,12.574083058313096,2.6465892488888887,3,0,0,0
UNQ_84,84,92,72.47862602333333,13.764384097091503,3.5009910790277776,4,1,0,0
UNQ_85,85,93,71.74990904138889,16.200770544570275,23.05790053333333,6,0,0,0
UNQ_86,86,94,95.78671021,14.368961385281985,2.0502495330555557,7,3,0,0
UNQ_87,87,95,72.05338032916667,14.260924081633252,20.80003950277778,4,1,0,0
UNQ_88,88,96,72.05338032916667,14.81799142857205,23.01745822263889,4,1,0,0
UNQ_89,89,97,72.83110184,12.561547434444446,1.0950506258333332,3,1,0,0
UNQ_9,9,9,72.83047321222223,11.708606794794237,0.8659558451388888,1,1,0,0
UNQ_90,90,98,95.97934285222223,13.004703988009892,2.6775045693055555,5,1,0,0
UNQ_91,91,99,71.92331902027777,12.171069116983617,0.8794073959722222,4,0,0,0
UNQ_92,92,101,72.47890418722223,13.866347231306584,3.535969576388889,4,1,0,0
UNQ_93,93,102,71.97416063138888,14.808517442361111,20.517296731250003,6,0,0,0
UNQ_94,94,103,96.03733292722222,14.70312327796296,3.1695596613888886,5,3,1,0
UNQ_95,95,104,72.05274159638888,12.902740835763415,0.9362132519444444,4,1,0,0
UNQ_96,96,105,72.05274159638888,13.547877877551587,3.125569628055556,3,1,0,0
UNQ_97,97,106,72.83110184,12.991741799855403,2.8726420101388883,3,1,0,0
UNQ_98,98,107,71.92395804222222,12.82897214477102,1.1144841640277778,6,0,0,0
UNQ_99,99,108,71.92395804222222,12.171076137346867,1.3427493966666666,4,0,0,0
